id,timestamp,date,time,open,high,low,close,volume,spread
1,2025-03-02,2025-03-02,00:00:00,2912.15991,2930.25,2832.77002,2857.44995,0,2
2,2025-03-09,2025-03-09,00:00:00,2873.30005,2930.42993,2859.02002,2909.43994,0,2
3,2025-03-16,2025-03-16,00:00:00,2912.41992,3004.94995,2880.3999,2985.040039,0,2
4,2025-03-23,2025-03-23,00:00:00,2987.8501,3057.36011,2982.33008,3023.8501,0,2
5,2025-03-30,2025-03-30,00:00:00,3023.30005,3086.80005,3002.62012,3085.28003,0,2
6,2025-04-06,2025-04-06,00:00:00,3093.0,3167.70996,3016.16992,3038.17993,0,2
7,2025-04-13,2025-04-13,00:00:00,3029.8999,3245.36011,2956.90991,3238.18994,0,2
8,2025-04-20,2025-04-20,00:00:00,3222.11011,3345.29,3213.87988,3326.27,0,2
9,2025-04-27,2025-04-27,00:00:00,3327.93,3499.87,3270.6,3314.0,0,2
10,2025-05-04,2025-05-04,00:00:00,3315.1,3352.91,3201.9,3257.0,0,2
11,2025-05-11,2025-05-11,00:00:00,3255.7,3440.4,3236.68,3322.0,0,2
12,2025-05-18,2025-05-18,00:00:00,3290.0,3305.79,3120.92,3207.2,0,2
13,2025-05-25,2025-05-25,00:00:00,3209.2,3366.0,3204.53,3355.7,0,2
14,2025-06-01,2025-06-01,00:00:00,3360.6,3364.5,3249.59,3291.8,0,2
15,2025-06-08,2025-06-08,00:00:00,3297.1,3403.33,3295.29,3317.9,0,2
16,2025-06-15,2025-06-15,00:00:00,3316.0,3447.7,3293.58,3438.1,0,2
17,2025-06-22,2025-06-22,00:00:00,3453.7,3458.1,3340.32,3380.3,0,2
18,2025-06-29,2025-06-29,00:00:00,3409.5,3434.2,3255.97998,3284.3,0,2
19,2025-07-06,2025-07-06,00:00:00,3273.8,3365.61,3248.98,3336.7,0,2
20,2025-07-13,2025-07-13,00:00:00,3335.2,3367.45996,3282.8999,3348.6,0,2
21,2025-07-20,2025-07-20,00:00:00,3348.0,3377.18994,3303.71,3348.0,0,2
22,2025-07-27,2025-07-27,00:00:00,3349.4,3437.79004,3326.32007,3352.96,0,2
23,2025-08-03,2025-08-03,00:00:00,3348.18,3369.98,3283.0,3361.38,0,2
24,2025-08-10,2025-08-10,00:00:00,3368.63,3397.81,3348.8,3389.32,0,2
25,2025-08-17,2025-08-17,00:00:00,3386.51,3391.7,3324.39,3331.25,0,2
26,2025-08-24,2025-08-24,00:00:00,3330.09,3380.0,3301.77,3359.72,0,2
27,2025-08-31,2025-08-31,00:00:00,3358.02,3466.73,3336.0,3463.81,0,2
28,2025-09-07,2025-09-07,00:00:00,3467.33,3611.68,3451.13,3606.64,0,2
29,2025-09-14,2025-09-14,00:00:00,3609.59,3681.7,3588.12,3632.77,0,2
30,2025-09-21,2025-09-21,00:00:00,3652.38,3712.69,3635.07,3691.44,0,2
31,2025-09-28,2025-09-28,00:00:00,3689.63,3800.0,3686.83,3783.35,0,2
32,2025-10-05,2025-10-05,00:00:00,3770.0,3904.58,3768.57,3893.47,0,2
33,2025-10-12,2025-10-12,00:00:00,3891.88,4079.48,3600.0,3997.52,0,2
34,2025-10-19,2025-10-19,00:00:00,4002.99,4530.0,4002.63,4237.99,0,2
35,2025-10-26,2025-10-26,00:00:00,4231.0,4401.66,4020.0,4111.21,0,2
36,2025-11-02,2025-11-02,00:00:00,4098.77,4099.51,3900.0,4001.4,0,2
37,2025-11-09,2025-11-09,00:00:00,3997.44,4024.93,3918.0,3992.44,0,2
38,2025-11-16,2025-11-16,00:00:00,3997.16,4244.30211,3994.22,4080.42743,0,2
39,2025-11-23,2025-11-23,00:00:00,4080.45349,4106.23731,4008.68296,4034.81997,0,2
