id,timestamp,time,open,high,low,close,volume,spread
1,2000-01-09,00:00:00,1.0286,1.037,1.0114,1.0122,,
2,2000-01-16,00:00:00,1.0129,1.0193,1.005,1.0087,,
3,2000-01-23,00:00:00,1.0028,1.0096,0.9736,0.9749,,
4,2000-01-30,00:00:00,0.9773,0.9947,0.9667,0.984,,
5,2000-02-06,00:00:00,0.9832,0.9971,0.9754,0.9884,,
6,2000-02-13,00:00:00,0.9877,0.9958,0.9763,0.9845,,
7,2000-02-20,00:00:00,0.9854,1.0089,0.9722,0.9746,,
8,2000-02-27,00:00:00,0.9728,0.9872,0.9401,0.9607,,
9,2000-03-05,00:00:00,0.9567,0.9698,0.9521,0.9639,,
10,2000-03-12,00:00:00,0.9627,0.974,0.959,0.9729,,
11,2000-03-19,00:00:00,0.9725,0.9785,0.9573,0.9785,,
12,2000-03-26,00:00:00,0.9774,0.979,0.9478,0.9552,,
13,2000-04-02,00:00:00,0.9562,0.9749,0.9502,0.9545,,
14,2000-04-09,00:00:00,0.9548,0.9649,0.951,0.9628,,
15,2000-04-16,00:00:00,0.9648,0.9679,0.9353,0.9383,,
16,2000-04-23,00:00:00,0.9382,0.9451,0.903,0.9117,,
17,2000-04-30,00:00:00,0.912,0.9175,0.8847,0.8969,,
18,2000-05-07,00:00:00,0.8965,0.9201,0.8914,0.9185,,
19,2000-05-14,00:00:00,0.9179,0.919,0.8844,0.897,,
20,2000-05-21,00:00:00,0.8974,0.9336,0.8952,0.9315,,
21,2000-05-28,00:00:00,0.9328,0.9498,0.9238,0.9458,,
22,2000-06-04,00:00:00,0.9457,0.97,0.9411,0.9533,,
23,2000-06-11,00:00:00,0.9537,0.966,0.949,0.9643,,
24,2000-06-18,00:00:00,0.9637,0.9693,0.9338,0.9362,,
25,2000-06-25,00:00:00,0.9362,0.9603,0.9296,0.9523,,
26,2000-07-02,00:00:00,0.9524,0.9599,0.9458,0.9479,,
27,2000-07-09,00:00:00,0.9485,0.9566,0.9317,0.9383,,
28,2000-07-16,00:00:00,0.9384,0.9401,0.9192,0.9362,,
29,2000-07-23,00:00:00,0.9364,0.945,0.9221,0.9225,,
30,2000-07-30,00:00:00,0.9238,0.9294,0.8998,0.9081,,
31,2000-08-06,00:00:00,0.9073,0.914,0.8963,0.9036,,
32,2000-08-13,00:00:00,0.9039,0.9184,0.9,0.9068,,
33,2000-08-20,00:00:00,0.907,0.9079,0.8909,0.9022,,
34,2000-08-27,00:00:00,0.9024,0.9045,0.8841,0.9003,,
35,2000-09-03,00:00:00,0.9002,0.904,0.8635,0.8665,,
36,2000-09-10,00:00:00,0.8641,0.8725,0.8522,0.8522,,
37,2000-09-17,00:00:00,0.8521,0.9008,0.8439,0.8765,,
38,2000-09-24,00:00:00,0.8797,0.8886,0.8712,0.8842,,
39,2000-10-01,00:00:00,0.8841,0.8858,0.8665,0.8682,,
40,2000-10-08,00:00:00,0.8685,0.8768,0.8528,0.8564,,
41,2000-10-15,00:00:00,0.8557,0.8573,0.8326,0.842,,
42,2000-10-22,00:00:00,0.8415,0.8443,0.8227,0.8387,,
43,2000-10-29,00:00:00,0.8411,0.8796,0.8383,0.8674,,
44,2000-11-05,00:00:00,0.8662,0.8732,0.8516,0.8606,,
45,2000-11-12,00:00:00,0.8621,0.8665,0.8472,0.8478,,
46,2000-11-19,00:00:00,0.8488,0.8536,0.8372,0.8381,,
47,2000-11-26,00:00:00,0.8394,0.8798,0.8387,0.8792,,
48,2000-12-03,00:00:00,0.8787,0.8976,0.8754,0.8878,,
49,2000-12-10,00:00:00,0.8813,0.9002,0.8715,0.8957,,
50,2000-12-17,00:00:00,0.8946,0.9262,0.8879,0.9232,,
51,2000-12-24,00:00:00,0.923,0.943,0.9197,0.9424,,
52,2000-12-31,00:00:00,0.9421,0.9596,0.9262,0.9575,,
53,2001-01-07,00:00:00,0.9584,0.9592,0.9362,0.9519,,
54,2001-01-14,00:00:00,0.9524,0.9527,0.9288,0.9342,,
55,2001-01-21,00:00:00,0.9347,0.9452,0.9115,0.9246,,
56,2001-01-28,00:00:00,0.9239,0.9445,0.9143,0.9362,,
57,2001-02-04,00:00:00,0.9353,0.9441,0.9132,0.9243,,
58,2001-02-11,00:00:00,0.9255,0.9331,0.9026,0.9148,,
59,2001-02-18,00:00:00,0.9131,0.9241,0.9014,0.9193,,
60,2001-02-25,00:00:00,0.9174,0.9382,0.9077,0.9363,,
61,2001-03-04,00:00:00,0.9364,0.9375,0.9252,0.9331,,
62,2001-03-11,00:00:00,0.9321,0.9344,0.8915,0.897,,
63,2001-03-18,00:00:00,0.897,0.9127,0.8834,0.889,,
64,2001-03-25,00:00:00,0.8897,0.8993,0.8749,0.8755,,
65,2001-04-01,00:00:00,0.8743,0.9093,0.8732,0.904,,
66,2001-04-08,00:00:00,0.9042,0.905,0.8809,0.8882,,
67,2001-04-15,00:00:00,0.8886,0.9048,0.8706,0.9029,,
68,2001-04-22,00:00:00,0.9015,0.9083,0.8887,0.8922,,
69,2001-04-29,00:00:00,0.8914,0.9009,0.885,0.8926,,
70,2001-05-06,00:00:00,0.8926,0.8937,0.8736,0.8752,,
71,2001-05-13,00:00:00,0.876,0.8881,0.8725,0.8817,,
72,2001-05-20,00:00:00,0.8799,0.882,0.8494,0.8614,,
73,2001-05-27,00:00:00,0.8602,0.8614,0.8431,0.8481,,
74,2001-06-03,00:00:00,0.8468,0.8569,0.8424,0.8508,,
75,2001-06-10,00:00:00,0.85,0.8674,0.841,0.8615,,
76,2001-06-17,00:00:00,0.8629,0.8644,0.8495,0.8576,,
77,2001-06-24,00:00:00,0.8568,0.8661,0.843,0.8497,,
78,2001-07-01,00:00:00,0.8503,0.8509,0.8346,0.848,,
79,2001-07-08,00:00:00,0.8469,0.8644,0.8444,0.8545,,
80,2001-07-15,00:00:00,0.854,0.8788,0.8488,0.8714,,
81,2001-07-22,00:00:00,0.8705,0.8825,0.8649,0.8776,,
82,2001-07-29,00:00:00,0.8777,0.8878,0.8721,0.8843,,
83,2001-08-05,00:00:00,0.883,0.8962,0.8737,0.893,,
84,2001-08-12,00:00:00,0.8937,0.9202,0.892,0.9181,,
85,2001-08-19,00:00:00,0.9176,0.9241,0.9076,0.9148,,
86,2001-08-26,00:00:00,0.9145,0.92,0.9026,0.9125,,
87,2001-09-02,00:00:00,0.9094,0.9105,0.8824,0.9076,,
88,2001-09-09,00:00:00,0.906,0.9251,0.8954,0.9205,,
89,2001-09-16,00:00:00,0.9236,0.9335,0.9084,0.9144,,
90,2001-09-23,00:00:00,0.9134,0.925,0.9078,0.9114,,
91,2001-09-30,00:00:00,0.9103,0.9235,0.9059,0.9187,,
92,2001-10-07,00:00:00,0.9191,0.9246,0.8989,0.9113,,
93,2001-10-14,00:00:00,0.9117,0.9141,0.8965,0.899,,
94,2001-10-21,00:00:00,0.8985,0.9004,0.8867,0.8923,,
95,2001-10-28,00:00:00,0.8922,0.9121,0.8921,0.904,,
96,2001-11-04,00:00:00,0.9015,0.9049,0.8888,0.8934,,
97,2001-11-11,00:00:00,0.8944,0.9016,0.877,0.8843,,
98,2001-11-18,00:00:00,0.8843,0.8855,0.8735,0.8782,,
99,2001-11-25,00:00:00,0.8778,0.8983,0.8769,0.8956,,
100,2001-12-02,00:00:00,0.8956,0.897,0.8846,0.8918,,
101,2001-12-09,00:00:00,0.8894,0.9055,0.884,0.9026,,
102,2001-12-16,00:00:00,0.9035,0.9083,0.8854,0.8889,,
103,2001-12-23,00:00:00,0.8888,0.891,0.8741,0.8853,,
104,2001-12-30,00:00:00,0.8841,0.9069,0.8824,0.8948,,
105,2002-01-06,00:00:00,0.895,0.8998,0.8864,0.8922,,
106,2002-01-13,00:00:00,0.8945,0.8956,0.8793,0.8845,,
107,2002-01-20,00:00:00,0.884,0.8892,0.8631,0.8644,,
108,2002-01-27,00:00:00,0.8645,0.8677,0.8562,0.8622,,
109,2002-02-03,00:00:00,0.8615,0.8756,0.8605,0.8722,,
110,2002-02-10,00:00:00,0.8708,0.8803,0.868,0.873,,
111,2002-02-17,00:00:00,0.8732,0.8785,0.8663,0.8752,,
112,2002-02-24,00:00:00,0.8753,0.8759,0.8615,0.8658,,
113,2002-03-03,00:00:00,0.8647,0.8843,0.8631,0.8734,,
114,2002-03-10,00:00:00,0.8737,0.887,0.8703,0.883,,
115,2002-03-17,00:00:00,0.8812,0.8862,0.8749,0.878,,
116,2002-03-24,00:00:00,0.8773,0.8798,0.8698,0.8719,,
