id,timestamp,date,time,open,high,low,close,volume,spread
1,2025-01-28 15:00:00,2025-01-28,15:00:00,1.042947,1.04351,1.04253,1.043382,0,2
2,2025-01-28 16:00:00,2025-01-28,16:00:00,1.043388,1.04395,1.04331,1.04365,0,2
3,2025-01-28 17:00:00,2025-01-28,17:00:00,1.043648,1.04447,1.04335,1.04379,0,2
4,2025-01-28 18:00:00,2025-01-28,18:00:00,1.04377,1.04435,1.04279,1.04342,0,2
5,2025-01-28 19:00:00,2025-01-28,19:00:00,1.04344,1.04363,1.0419,1.042523,0,2
6,2025-01-28 20:00:00,2025-01-28,20:00:00,1.042533,1.04447,1.04222,1.04354,0,2
7,2025-01-28 21:00:00,2025-01-28,21:00:00,1.043525,1.04378,1.04244,1.042493,0,2
8,2025-01-28 22:00:00,2025-01-28,22:00:00,1.042488,1.0433,1.04224,1.042337,0,2
9,2025-01-28 23:00:00,2025-01-28,23:00:00,1.042347,1.0426,1.04136,1.04201,0,2
10,2025-01-29 00:00:00,2025-01-29,00:00:00,1.042013,1.04317,1.0417,1.0425,0,2
11,2025-01-29 01:00:00,2025-01-29,01:00:00,1.04248,1.04416,1.04238,1.04316,0,2
12,2025-01-29 02:00:00,2025-01-29,02:00:00,1.043192,1.044,1.04206,1.04242,0,2
13,2025-01-29 03:00:00,2025-01-29,03:00:00,1.04242,1.04332,1.04222,1.042628,0,2
14,2025-01-29 04:00:00,2025-01-29,04:00:00,1.042612,1.04351,1.04244,1.0428,0,2
15,2025-01-29 05:00:00,2025-01-29,05:00:00,1.04282,1.04387,1.04232,1.0427,0,2
16,2025-01-29 06:00:00,2025-01-29,06:00:00,1.0427,1.04371,1.04222,1.043518,0,2
17,2025-01-29 07:00:00,2025-01-29,07:00:00,1.043502,1.04359,1.04293,1.04317,0,2
18,2025-01-29 08:00:00,2025-01-29,08:00:00,1.04316,1.04345,1.04284,1.04307,0,2
19,2025-01-29 09:00:00,2025-01-29,09:00:00,1.0429,1.04337,1.04229,1.04292,0,2
20,2025-01-29 10:00:00,2025-01-29,10:00:00,1.04292,1.04316,1.04259,1.042737,0,2
21,2025-01-29 11:00:00,2025-01-29,11:00:00,1.042737,1.04349,1.04266,1.043048,0,2
22,2025-01-29 12:00:00,2025-01-29,12:00:00,1.043052,1.04346,1.04269,1.04273,0,2
23,2025-01-29 13:00:00,2025-01-29,13:00:00,1.04272,1.04361,1.04254,1.043397,0,2
24,2025-01-29 14:00:00,2025-01-29,14:00:00,1.043403,1.04395,1.04309,1.04375,0,2
25,2025-01-29 15:00:00,2025-01-29,15:00:00,1.04377,1.04431,1.04373,1.043867,0,2
26,2025-01-29 16:00:00,2025-01-29,16:00:00,1.043858,1.04413,1.04352,1.044,0,2
27,2025-01-29 17:00:00,2025-01-29,17:00:00,1.04408,1.04441,1.04362,1.04374,0,2
28,2025-01-29 18:00:00,2025-01-29,18:00:00,1.043718,1.04382,1.04128,1.04156,0,2
29,2025-01-29 19:00:00,2025-01-29,19:00:00,1.04164,1.0431,1.04158,1.04243,0,2
30,2025-01-29 20:00:00,2025-01-29,20:00:00,1.04242,1.04251,1.04017,1.04039,0,2
31,2025-01-29 21:00:00,2025-01-29,21:00:00,1.040398,1.04088,1.03945,1.04033,0,2
32,2025-01-29 22:00:00,2025-01-29,22:00:00,1.040388,1.04087,1.03969,1.04017,0,2
33,2025-01-29 23:00:00,2025-01-29,23:00:00,1.04018,1.04053,1.03933,1.040415,0,2
34,2025-01-30 00:00:00,2025-01-30,00:00:00,1.04043,1.04061,1.03821,1.03876,0,2
35,2025-01-30 01:00:00,2025-01-30,01:00:00,1.03879,1.0402,1.03859,1.04014,0,2
36,2025-01-30 02:00:00,2025-01-30,02:00:00,1.040142,1.04275,1.03944,1.04195,0,2
37,2025-01-30 03:00:00,2025-01-30,03:00:00,1.04196,1.04243,1.04112,1.041603,0,2
38,2025-01-30 04:00:00,2025-01-30,04:00:00,1.041567,1.04289,1.0415,1.04212,0,2
39,2025-01-30 05:00:00,2025-01-30,05:00:00,1.04215,1.04249,1.04137,1.04202,0,2
40,2025-01-30 06:00:00,2025-01-30,06:00:00,1.042,1.04294,1.03878,1.0416,0,2
41,2025-01-30 07:00:00,2025-01-30,07:00:00,1.0416,1.04263,1.04025,1.04106,0,2
42,2025-01-30 08:00:00,2025-01-30,08:00:00,1.04104,1.04232,1.04086,1.042107,0,2
43,2025-01-30 09:00:00,2025-01-30,09:00:00,1.0419,1.04237,1.04136,1.04219,0,2
44,2025-01-30 10:00:00,2025-01-30,10:00:00,1.04222,1.04279,1.04179,1.042467,0,2
45,2025-01-30 11:00:00,2025-01-30,11:00:00,1.042467,1.04295,1.04236,1.04262,0,2
46,2025-01-30 12:00:00,2025-01-30,12:00:00,1.04261,1.04267,1.04185,1.042023,0,2
47,2025-01-30 13:00:00,2025-01-30,13:00:00,1.042013,1.04273,1.04195,1.042323,0,2
48,2025-01-30 14:00:00,2025-01-30,14:00:00,1.042312,1.0427,1.0422,1.04253,0,2
49,2025-01-30 15:00:00,2025-01-30,15:00:00,1.04252,1.04281,1.04174,1.04191,0,2
50,2025-01-30 16:00:00,2025-01-30,16:00:00,1.04188,1.04224,1.04172,1.04219,0,2
51,2025-01-30 17:00:00,2025-01-30,17:00:00,1.04221,1.04229,1.04105,1.0414,0,2
52,2025-01-30 18:00:00,2025-01-30,18:00:00,1.041397,1.04248,1.04092,1.042388,0,2
53,2025-01-30 19:00:00,2025-01-30,19:00:00,1.042407,1.04304,1.04159,1.04217,0,2
54,2025-01-30 20:00:00,2025-01-30,20:00:00,1.04217,1.04242,1.04018,1.040767,0,2
55,2025-01-30 21:00:00,2025-01-30,21:00:00,1.04077,1.04126,1.03957,1.04008,0,2
56,2025-01-30 22:00:00,2025-01-30,22:00:00,1.04007,1.04011,1.03911,1.0392,0,2
57,2025-01-30 23:00:00,2025-01-30,23:00:00,1.039195,1.04063,1.03901,1.040325,0,2
58,2025-01-31 00:00:00,2025-01-31,00:00:00,1.040355,1.04608,1.04012,1.045772,0,2
59,2025-01-31 01:00:00,2025-01-31,01:00:00,1.04563,1.04684,1.04189,1.042902,0,2
60,2025-01-31 02:00:00,2025-01-31,02:00:00,1.042868,1.04429,1.04267,1.04313,0,2
61,2025-01-31 03:00:00,2025-01-31,03:00:00,1.04313,1.04351,1.04166,1.041972,0,2
62,2025-01-31 04:00:00,2025-01-31,04:00:00,1.041962,1.04237,1.04091,1.041713,0,2
63,2025-01-31 05:00:00,2025-01-31,05:00:00,1.041713,1.0426,1.04151,1.04251,0,2
64,2025-01-31 06:00:00,2025-01-31,06:00:00,1.04252,1.04305,1.04228,1.04281,0,2
65,2025-01-31 07:00:00,2025-01-31,07:00:00,1.04282,1.04328,1.03858,1.040777,0,2
66,2025-01-31 08:00:00,2025-01-31,08:00:00,1.040763,1.04146,1.03866,1.03912,0,2
67,2025-01-31 09:00:00,2025-01-31,09:00:00,1.03931,1.03999,1.03844,1.0388,0,2
68,2025-01-31 10:00:00,2025-01-31,10:00:00,1.03881,1.03986,1.03848,1.03973,0,2
69,2025-01-31 11:00:00,2025-01-31,11:00:00,1.03968,1.04028,1.03849,1.03869,0,2
70,2025-01-31 12:00:00,2025-01-31,12:00:00,1.03865,1.0393,1.03763,1.03887,0,2
71,2025-01-31 13:00:00,2025-01-31,13:00:00,1.03887,1.03955,1.03865,1.03897,0,2
72,2025-01-31 14:00:00,2025-01-31,14:00:00,1.038957,1.03919,1.03834,1.038508,0,2
73,2025-01-31 15:00:00,2025-01-31,15:00:00,1.038517,1.03903,1.03825,1.038758,0,2
74,2025-01-31 16:00:00,2025-01-31,16:00:00,1.038733,1.03912,1.03843,1.03889,0,2
75,2025-01-31 17:00:00,2025-01-31,17:00:00,1.03889,1.03959,1.03871,1.039457,0,2
76,2025-01-31 18:00:00,2025-01-31,18:00:00,1.039438,1.04133,1.03912,1.040417,0,2
77,2025-01-31 19:00:00,2025-01-31,19:00:00,1.040417,1.04073,1.03803,1.038438,0,2
78,2025-01-31 20:00:00,2025-01-31,20:00:00,1.03842,1.03858,1.03651,1.03836,0,2
79,2025-01-31 21:00:00,2025-01-31,21:00:00,1.03835,1.03845,1.03735,1.03764,0,2
80,2025-01-31 22:00:00,2025-01-31,22:00:00,1.0377,1.03805,1.03718,1.037597,0,2
81,2025-01-31 23:00:00,2025-01-31,23:00:00,1.037602,1.03862,1.03743,1.03828,0,2
82,2025-02-01 00:00:00,2025-02-01,00:00:00,1.038282,1.03957,1.03766,1.03824,0,2
83,2025-02-01 01:00:00,2025-02-01,01:00:00,1.038245,1.0383,1.0366,1.03688,0,2
84,2025-02-01 02:00:00,2025-02-01,02:00:00,1.03689,1.04014,1.03601,1.03964,0,2
